Postcode-4,Inwoners Totaal (x1),Geboren in Nederland met een Nederlandse herkomst (%),Huishouden Totaal (x1),Huishoudgrootte (x1),Woning Totaal (x1),Eigendom Koopwoning (%),"WOZ-waarde
woning (x 1 000 Euro)",Omgevingsadressendichtheid (adressen/km2)
9045,915,90,395,2.3,400,80,214,181
9047,1740,90,770,2.3,775,70,201,221
9051,7800,90,3255,2.3,3385,70,243,697
9053,165,100,65,2.5,70,90,317,50
9054,415,90,190,2.2,195,70,210,63
9055,945,90,415,2.3,420,80,223,308
9056,425,90,185,2.3,190,70,248,125
9057,305,90,145,2.1,150,70,273,92
9061,2310,90,1005,2.3,1015,80,242,347
9062,1935,90,890,2.1,955,60,220,381
9063,725,100,270,2.5,295,80,284,206
9064,635,90,280,2.2,280,80,281,98
9067,180,90,80,2.3,80,90,384,65
9071,235,90,115,2.1,120,90,230,44
9072,320,90,130,2.5,130,80,182,65
9073,1420,90,610,2.3,620,70,222,176
9074,2680,90,1145,2.3,1175,70,217,304
9075,245,90,115,2.1,130,90,168,23
9076,4900,80,2085,2.2,2210,60,196,488
9077,690,90,305,2.3,305,70,209,78
9078,945,90,430,2.2,455,80,200,81
9079,1725,80,800,2.2,800,70,181,159
9081,420,90,195,2.2,195,80,226,387
9082,25,100,10,2.4,10,90,457,21
9083,200,100,105,1.9,90,80,294,1390
9084,3315,90,1285,2.6,1295,90,352,873
9085,15,90,10,1.7,10,-99997,330,818
9086,280,90,110,2.6,100,90,487,453
9087,50,90,15,2.8,15,90,427,49
9088,1150,90,485,2.4,490,70,253,148
9089,580,90,265,2.2,265,80,250,76
9091,250,90,90,2.5,100,90,335,19
9101,9140,90,4390,2.0,4635,40,223,1017
9102,1075,100,400,2.6,425,80,257,759
9103,2610,100,1015,2.6,1025,80,305,741
9104,5595,100,2335,2.4,2410,70,249,572
9105,1115,100,435,2.6,450,80,267,113
9106,40,100,20,2.3,20,90,424,30
9107,55,90,20,2.7,25,70,380,9
9108,1195,100,470,2.5,485,80,267,171
9109,255,100,90,2.8,95,90,342,70
9111,505,100,225,2.3,225,70,239,160
9112,675,90,300,2.3,300,90,290,152
9113,940,100,360,2.6,365,80,292,131
9114,930,100,340,2.7,340,90,291,107
9121,130,90,45,2.9,45,90,339,121
9122,55,90,20,2.5,25,80,351,10
9123,880,100,345,2.3,410,70,195,139
9124,45,100,15,2.9,15,100,302,12
9125,180,100,70,2.6,75,90,269,79
9131,850,100,365,2.3,380,80,231,95
9132,585,90,260,2.2,255,80,235,63
9133,1155,100,485,2.4,495,70,222,134
9134,380,90,150,2.5,165,80,210,67
9135,240,100,100,2.5,105,90,234,61
9136,215,100,105,2.0,125,80,212,78
9137,930,100,370,2.5,380,80,226,111
9138,365,100,150,2.4,155,90,240,59
9141,300,90,160,1.9,205,80,169,62
9142,225,90,105,2.1,150,80,181,85
9143,370,90,185,2.0,205,80,212,60
9144,210,90,95,2.3,95,80,274,23
9145,1305,90,550,2.4,630,70,206,169
9146,65,100,25,2.8,25,90,364,9
9147,395,100,155,2.5,165,80,206,56
9148,70,100,25,2.9,25,80,362,12
9151,1545,90,710,2.2,750,70,193,217
9152,40,100,15,2.4,20,90,271,38
9153,240,90,105,2.3,110,90,240,42
9154,75,90,25,3.0,25,100,351,25
9155,210,90,85,2.5,85,90,262,28
9156,120,100,40,3.0,40,100,339,27
9161,1295,90,590,2.1,645,60,289,321
9162,455,90,210,2.1,205,70,330,123
9163,1260,90,635,2.0,610,70,313,287
9164,740,90,315,2.3,320,70,340,211
9166,945,90,535,1.7,600,60,331,321
9171,825,90,355,2.3,365,80,225,89
9172,1775,90,770,2.2,880,60,193,252
9173,90,90,45,2.0,45,90,304,27
9174,90,100,40,2.3,40,90,302,19
9175,125,100,55,2.4,55,90,332,21
9176,70,100,25,2.8,25,90,283,10
9177,60,100,20,2.7,20,80,355,12
9178,230,90,95,2.4,90,90,275,21
9201,8110,80,4110,1.9,4165,40,181,2008
9202,8145,80,3865,2.1,3950,50,168,1634
9203,9510,90,4940,1.9,5355,50,213,2008
9204,8285,90,3380,2.4,3500,70,269,1082
9205,4640,80,2060,2.3,2080,70,224,828
9206,60,100,25,2.5,25,70,369,612
9207,6320,90,2450,2.4,2500,80,286,1006
9211,215,90,80,2.2,70,90,511,332
9212,1840,90,720,2.5,730,70,294,286
9213,645,90,270,2.4,275,100,561,177
9214,50,90,20,2.2,20,100,523,44
9215,250,100,100,2.5,100,90,409,20
9216,1685,100,690,2.4,700,70,300,148
9217,455,100,180,2.6,180,80,317,47
9218,1740,90,695,2.5,700,80,298,191
9219,350,90,135,2.6,130,90,376,41
9221,1405,100,595,2.3,600,70,270,172
9222,1220,100,460,2.6,480,80,309,94
9223,915,100,375,2.4,380,70,272,163
9231,6080,90,2745,2.2,2900,50,220,679
9233,1215,90,505,2.4,510,70,268,145
9241,2055,90,850,2.4,860,80,296,125
9243,1885,90,820,2.3,825,80,-99997,184
9244,3660,90,1600,2.1,1960,60,306,481
9245,1635,90,675,2.4,665,80,321,105
9246,70,100,30,2.4,30,80,479,29
9247,4900,90,1955,2.4,2095,70,283,463
9248,840,90,310,2.7,305,90,355,62
9249,995,100,370,2.7,370,90,298,103
9251,9890,90,4245,2.2,4425,60,246,871
9254,5020,90,2235,2.2,2320,70,227,584
9255,1610,90,680,2.4,685,90,266,217
9256,780,90,340,2.3,330,80,275,156
9257,2300,100,880,2.5,900,80,269,200
9258,940,100,380,2.5,380,80,272,97
9261,1575,100,655,2.4,655,80,273,110
9262,1360,100,565,2.4,575,80,258,163
9263,1900,100,765,2.5,785,80,266,192
9264,415,100,190,2.2,180,70,280,163
9265,640,100,245,2.6,245,80,309,54
9269,3605,90,1565,2.2,1635,60,251,421
9271,5105,90,2210,2.2,2370,50,218,618
9281,4325,100,1800,2.4,1800,70,236,464
9283,1270,100,520,2.4,510,80,268,111
9284,1195,100,510,2.3,510,80,243,126
9285,5795,90,2475,2.3,2590,60,218,581
9286,1065,100,450,2.4,465,70,227,113
9287,1800,100,745,2.4,755,60,218,285
9288,2440,90,1010,2.4,1015,60,210,275
9289,1685,100,695,2.4,735,70,230,212
9291,5740,90,2510,2.2,2655,60,230,654
9292,75,90,25,2.9,25,70,401,15
9293,450,90,200,2.2,210,90,239,37
9294,820,100,345,2.4,325,80,284,90
9295,615,100,245,2.5,250,80,267,66
9296,330,100,125,2.7,120,90,329,61
9297,105,90,45,2.2,40,70,295,64
9298,2980,90,1235,2.4,1255,70,236,273
9299,580,100,235,2.4,240,70,254,346
9301,11200,90,5355,2.1,5645,60,258,1134
9302,3360,90,1345,2.5,1375,80,326,925
9304,235,90,100,2.3,105,90,475,24
9305,320,90,150,2.1,125,80,353,69
9306,90,100,45,2.0,45,90,441,53
9307,210,90,100,2.1,125,70,300,45
9311,1525,90,635,2.4,650,70,334,655
9312,1035,90,475,2.2,490,80,353,563
9313,150,80,60,2.4,60,80,427,173
9314,225,100,95,2.4,95,90,477,53
9315,345,100,145,2.4,150,90,396,44
9321,5485,90,2360,2.3,2365,80,358,387
9331,3850,90,1910,2.0,2360,70,258,397
9333,230,100,95,2.4,95,90,462,34
9334,140,90,50,2.5,70,70,371,21
9335,170,100,70,2.4,70,80,513,12
9336,120,90,50,2.3,50,80,431,25
9337,160,90,60,2.4,70,80,467,71
9341,1295,80,450,2.3,460,90,262,115
9342,825,90,360,2.3,435,80,285,72
9343,230,100,85,2.6,85,90,436,51
9351,11580,90,4950,2.3,5220,60,253,943
9354,2780,100,1140,2.4,1160,80,310,162
9355,360,90,160,2.3,155,90,426,60
9356,4435,90,1950,2.2,2105,60,234,778
9359,25,90,10,2.7,10,-99997,391,23
9361,310,90,115,2.7,115,100,345,66
9362,315,90,135,2.4,130,90,303,61
9363,5940,90,2485,2.3,2605,70,272,523
9364,720,100,305,2.3,310,90,313,92
9365,650,90,255,2.5,255,90,364,49
9366,260,100,115,2.3,105,90,353,43
9367,1685,90,740,2.3,720,70,271,178
9401,6825,80,4100,1.6,4225,40,240,2392
9402,8265,80,4340,1.9,4435,50,199,2424
9403,14105,90,5955,2.4,5965,80,271,1198
9404,7400,80,3590,1.9,4005,40,215,1374
9405,6335,80,2565,2.3,2525,80,270,589
9406,9330,70,4765,1.9,4845,50,187,1859
9407,6460,80,2960,2.2,2950,70,197,1328
9408,9540,90,3320,2.8,3435,80,322,962
9409,270,90,115,2.4,115,100,442,157
9411,8520,90,3885,2.1,4000,60,239,791
9412,1205,100,500,2.4,495,90,300,458
9413,1755,90,620,2.8,615,90,352,451
9414,1490,100,645,2.3,585,80,297,135
9415,895,100,360,2.5,365,80,295,77
9416,135,90,60,2.3,55,70,238,99
9417,375,90,165,2.2,100,90,372,55
9418,1100,90,460,2.4,420,80,279,77
9419,425,90,185,2.3,110,80,352,28
9421,3295,90,1450,2.3,1460,70,238,372
9422,4935,90,2140,2.3,2245,70,227,412
9423,1370,90,605,2.2,560,70,243,145
9431,4720,90,2175,2.1,2230,70,282,383
9432,70,90,30,2.3,30,90,367,33
9433,460,90,200,2.3,180,80,375,42
9434,80,90,30,2.8,30,90,410,73
9435,50,80,20,2.7,20,90,467,5
9436,285,100,105,2.7,110,90,336,20
9437,100,100,45,2.3,45,100,339,19
9438,115,90,45,2.6,45,100,368,19
9439,565,90,245,2.3,250,80,293,68
9441,230,90,100,2.3,105,70,355,42
9442,370,90,165,2.2,165,90,351,46
9443,250,90,110,2.3,110,80,376,40
9444,785,90,320,2.4,325,80,352,80
9445,25,100,15,1.8,10,70,465,7
9446,110,90,40,2.8,40,90,442,17
9447,65,100,20,2.7,25,80,520,11
9448,85,100,30,2.6,30,90,401,110
9449,720,90,210,2.3,225,70,361,248
9451,3770,90,1745,2.1,1880,70,283,451
9452,75,100,30,2.5,30,100,449,11
9453,55,100,15,3.5,15,90,409,10
9454,315,90,120,2.5,120,90,375,37
9455,10,90,5,2.0,-99997,-99997,-99997,5
9456,25,100,10,2.6,10,-99997,506,7
9457,85,100,30,2.7,30,80,484,13
9458,160,100,75,2.1,55,90,474,46
9459,20,90,10,2.4,10,-99997,-99997,2
9461,5055,90,2275,2.2,2345,70,283,505
9462,1835,90,865,2.1,780,70,298,163
9463,1440,90,635,2.3,595,80,315,128
9464,140,90,65,2.3,60,90,328,19
9465,255,90,105,2.3,110,90,395,32
9466,395,90,180,2.2,180,90,404,54
9467,385,90,165,2.3,170,80,372,109
9468,3590,90,1590,2.2,1635,80,297,394
9469,610,90,295,2.1,260,90,443,208
9471,6425,90,2790,2.1,2840,70,308,506
9472,3665,90,1560,2.3,1545,80,285,459
9473,465,100,195,2.4,190,90,342,57
9474,325,90,135,2.4,135,90,334,31
9475,365,90,165,2.2,165,80,458,100
9479,550,90,255,2.1,250,90,484,70
9481,4045,90,1795,2.1,1845,70,297,423
9482,1795,90,760,2.4,750,80,331,161
9483,390,90,185,2.1,195,90,379,107
9484,65,90,30,2.0,35,80,407,13
9485,105,90,45,2.4,45,90,426,13
9486,40,90,20,2.3,20,90,478,54
9487,100,100,45,2.3,40,90,394,126
9488,100,100,40,2.6,40,90,425,11
9489,35,90,15,1.9,10,80,380,399
9491,740,90,300,2.4,305,90,351,84
9492,175,90,75,2.4,65,90,392,30
9493,235,90,95,2.4,100,90,396,76
9494,830,90,365,2.3,365,80,295,133
9495,95,100,40,2.6,35,100,503,23
9496,230,90,90,2.6,85,90,486,18
9497,470,90,190,2.4,190,90,404,44
9501,9540,90,4760,2.0,4975,50,195,1267
9502,5420,90,2470,2.2,2485,70,203,832
9503,3930,90,1820,2.1,1900,60,210,982
9511,990,90,425,2.3,430,80,259,77
9512,285,90,115,2.5,100,90,284,110
9514,1865,90,820,2.3,810,60,209,206
9515,685,90,295,2.3,295,80,247,121
9521,4870,90,2135,2.3,2150,70,200,423
9523,570,100,220,2.6,225,90,249,238
9524,415,90,170,2.5,170,100,281,48
9525,270,90,105,2.5,105,90,298,38
9526,85,90,35,2.5,30,100,350,16
9527,115,90,45,2.5,45,90,415,18
9528,790,90,335,2.4,340,90,304,91
9531,4930,90,2320,2.1,2325,70,254,494
9533,570,90,245,2.3,210,90,348,112
9534,135,90,55,2.5,50,90,356,13
9535,30,90,10,2.9,10,60,366,4
9536,330,90,155,2.2,150,80,344,141
9537,150,90,65,2.3,60,90,416,16
9541,3355,90,1540,2.1,1625,70,241,253
9545,680,90,330,2.1,350,80,256,60
9551,2405,90,1095,2.2,1115,80,276,93
9561,10245,70,3835,2.1,4305,60,214,518
9563,995,90,415,2.4,430,80,239,79
9564,55,90,30,1.9,30,40,195,151
9566,570,90,265,2.1,265,80,237,54
9571,2270,90,960,2.3,1005,70,215,131
9573,375,90,145,2.5,145,80,274,25
9574,90,90,45,2.0,40,80,286,24
9581,7295,90,3225,2.1,3410,60,194,532
9584,1250,90,480,2.6,490,80,256,77
9585,295,90,120,2.5,115,100,281,21
9591,2880,100,1200,2.4,1250,70,249,195
9601,6945,80,3755,1.8,3845,40,157,1544
9602,11460,70,5535,2.0,5545,40,146,1611
9603,3565,90,1500,2.4,1500,80,276,1345
9605,855,90,385,2.2,360,90,245,42
9606,1635,90,710,2.3,685,90,444,213
9607,960,80,495,1.9,445,60,150,293
9608,855,90,400,2.1,370,90,257,66
9609,20,70,15,1.4,10,70,219,19
9611,8105,90,3465,2.2,3700,60,193,1061
9613,2780,90,885,3.1,785,90,453,188
9614,205,80,85,2.4,75,80,349,106
9615,1365,90,610,2.2,600,70,222,189
9616,505,90,215,2.3,180,90,328,117
9617,3020,90,1265,2.4,1265,80,298,363
9618,105,90,50,2.1,50,70,253,13
9619,830,100,365,2.3,365,80,252,90
9621,2140,90,1020,2.1,1020,60,214,190
9622,80,90,30,2.6,30,80,333,71
9623,160,90,60,2.6,60,100,316,20
9624,60,90,25,2.6,20,90,395,7
9625,510,90,235,2.2,235,80,271,33
9626,1675,90,685,2.4,700,80,252,176
9627,555,90,230,2.4,240,80,274,83
9628,3190,90,1415,2.2,1440,70,222,339
9629,180,90,85,2.2,80,90,285,36
9631,445,100,185,2.4,180,90,266,31
9632,55,90,25,2.1,25,100,292,13
9633,110,90,45,2.5,45,90,281,11
9635,1860,90,805,2.2,820,70,224,185
9636,3590,90,1610,2.2,1625,70,220,314
9641,5635,80,3000,1.9,3060,50,162,1341
9642,7770,80,3465,2.2,3585,60,165,1146
9644,1635,90,695,2.3,700,90,200,96
9645,4020,80,1920,2.1,1935,50,148,1060
9646,2455,90,1030,2.4,1030,80,248,1058
9648,5510,90,2435,2.3,2465,70,215,587
9649,4605,90,2200,2.1,2185,60,183,564
9651,1710,90,775,2.2,765,80,219,140
9654,400,90,180,2.2,185,80,229,40
9655,120,90,50,2.4,50,100,312,28
9656,150,100,65,2.3,65,90,277,34
9657,115,100,45,2.5,45,100,336,20
9658,480,100,190,2.5,195,90,306,43
9659,220,90,105,2.1,105,90,209,85
9661,1240,90,530,2.3,545,80,251,88
9663,4615,90,2055,2.2,2120,70,180,341
9665,7580,90,3520,2.1,3675,60,159,653
9671,4285,90,2525,1.7,2435,50,194,1733
9672,475,90,235,2.0,225,80,245,628
9673,3190,80,1505,1.9,1620,50,189,1097
9674,3035,90,1440,2.1,1460,60,196,1161
9675,6995,90,3225,2.1,3370,70,208,1344
9677,1460,90,655,2.2,650,70,210,492
9678,1490,90,605,2.5,610,80,248,160
9679,4940,90,2295,2.1,2370,60,222,547
9681,2185,90,970,2.2,920,70,216,202
9682,1490,90,680,2.2,685,70,233,113
9684,2160,90,1030,2.1,1040,70,196,154
9685,970,90,400,2.4,410,100,454,149
9686,2080,90,980,2.0,1025,60,183,272
9687,225,90,105,2.1,110,80,254,26
9688,395,80,190,2.1,200,70,171,48
9691,35,80,20,1.7,15,90,169,179
9693,1330,80,710,1.9,740,60,144,241
9695,3240,90,1485,2.2,1515,70,234,133
9696,170,90,85,2.0,90,80,262,17
9697,2630,90,1200,2.1,1235,70,229,275
9698,1310,90,570,2.3,550,80,265,87
9699,970,90,450,2.1,480,70,271,64
9711,9835,70,7885,1.2,5725,10,240,6314
9712,10415,70,8090,1.3,5545,20,258,6740
9713,13175,70,8880,1.5,8195,20,212,4447
9714,5970,70,4120,1.4,3165,30,226,5384
9715,8205,60,5590,1.5,4860,20,189,5067
9716,4090,60,2715,1.5,2600,10,183,5228
9717,6410,70,4345,1.5,3655,40,256,5979
9718,9345,70,6870,1.4,4975,30,256,5186
9721,11285,70,6415,1.8,6075,50,270,3161
9722,8330,80,4500,1.7,4185,60,295,2569
9723,5760,80,3285,1.8,2745,50,318,2025
9724,4935,70,3600,1.4,2910,30,232,4348
9725,6175,70,4445,1.4,3495,30,239,4241
9726,4540,70,3530,1.3,2460,30,215,4415
9727,5635,80,3370,1.7,2570,50,274,2756
9728,10695,80,5985,1.7,6070,40,272,2181
9731,7740,80,3475,2.2,3315,80,300,1649
9732,5155,70,2455,2.1,2400,70,205,1492
9733,3675,70,1890,1.9,1840,40,188,1390
9734,2740,90,1175,2.3,1170,90,296,1119
9735,220,90,90,2.4,85,100,415,1336
9736,6090,70,3180,1.9,3160,30,173,1521
9737,5865,70,3110,1.9,2995,60,191,1680
9738,390,90,190,2.1,165,80,321,1078
9741,7495,60,4705,1.6,4095,20,195,4536
9742,11110,60,7065,1.5,6010,20,204,4393
9743,11975,60,6945,1.7,5740,20,196,2866
9744,5625,90,2615,2.1,2590,60,225,859
9745,3135,80,1515,2.1,1420,60,249,923
9746,7825,70,3170,2.5,3175,70,316,1182
9747,10,-99997,5,1.5,5,-99997,309,1013
9749,30,90,15,2.3,10,80,461,101
9751,7720,90,3285,2.3,3290,70,419,1077
9752,5335,80,2585,2.0,2680,70,420,908
9753,5070,90,2190,2.3,2200,70,305,973
9755,705,90,280,2.5,280,80,469,117
9756,1345,90,590,2.3,585,80,518,160
9761,7050,90,3125,2.2,3210,70,311,904
9765,3790,90,1665,2.2,1700,70,348,740
9766,3130,90,965,3.2,940,90,664,305
9771,1130,90,495,2.3,495,70,238,165
9773,130,100,50,2.7,45,100,326,58
9774,665,90,295,2.3,285,80,264,77
9781,8740,90,3710,2.3,4015,70,237,809
9784,260,90,105,2.5,105,90,346,61
9785,1020,90,465,2.2,440,80,295,351
9791,4655,90,1925,2.3,1935,70,231,537
9792,775,90,335,2.3,430,60,201,105
9793,105,90,45,2.2,50,100,245,43
9794,70,100,30,2.4,45,60,265,40
9795,345,90,150,2.3,150,80,237,53
9796,190,90,75,2.5,75,80,303,19
9797,560,90,230,2.4,225,90,314,56
9798,495,90,225,2.2,220,80,287,74
9801,8325,90,3245,2.5,3480,80,281,738
9804,1475,90,605,2.4,610,80,248,268
9805,445,90,155,2.9,155,90,340,503
9811,285,90,120,2.4,115,90,247,40
9812,45,100,20,2.6,20,90,286,42
9821,1345,100,520,2.6,520,90,282,184
9822,1570,90,660,2.3,695,70,239,233
9824,470,90,200,2.4,190,80,327,41
9825,190,90,70,2.7,70,100,387,21
9827,135,90,65,2.1,65,90,375,22
9828,690,90,295,2.4,285,80,277,111
9831,2240,90,990,2.2,990,70,235,299
9832,400,90,165,2.5,135,90,295,28
9833,280,100,110,2.5,100,90,284,33
9841,25,100,10,3.1,10,-99997,-99997,67
9842,430,90,200,2.1,205,80,191,69
9843,2755,90,1185,2.3,1195,70,224,334
9844,240,100,105,2.3,105,90,220,28
9845,315,90,155,2.0,155,80,207,50
9851,615,100,255,2.4,265,80,229,73
9852,200,90,95,2.1,95,80,251,20
9853,475,90,230,2.1,235,70,195,67
9861,3500,90,1515,2.2,1615,60,229,442
9862,660,100,255,2.6,250,90,304,59
9863,1135,100,430,2.7,435,80,286,74
9864,630,90,275,2.3,280,80,251,91
9865,2555,90,1010,2.5,1000,80,295,143
9866,935,100,355,2.6,365,80,264,77
9871,150,100,60,2.4,65,80,178,131
9872,170,100,60,2.7,65,90,255,118
9873,770,90,340,2.3,350,70,204,132
9881,335,90,140,2.4,145,80,232,67
9882,230,90,100,2.3,100,80,176,76
9883,1520,90,625,2.4,630,70,212,168
9884,245,90,105,2.4,110,90,299,23
9885,195,90,80,2.4,85,90,282,23
9886,100,90,50,2.0,50,90,229,22
9891,790,90,390,2.0,395,70,203,113
9892,320,100,145,2.2,140,80,287,40
9893,440,90,205,2.1,205,70,228,55
9901,4125,90,2100,1.9,2405,40,182,1063
9902,5155,80,2445,2.1,2855,40,171,1136
9903,1930,90,815,2.4,845,80,245,930
9904,110,90,55,2.0,55,90,230,20
9905,1045,90,465,2.2,470,80,201,129
9906,645,90,280,2.3,350,70,156,100
9907,160,90,80,2.0,85,80,247,39
9908,310,90,140,2.2,155,80,208,44
9909,1380,90,585,2.4,615,80,193,161
9911,190,90,90,2.1,90,80,219,30
9912,245,100,105,2.3,115,80,237,35
9913,125,90,55,2.2,55,90,263,27
9914,520,90,210,2.5,215,80,222,57
9915,635,90,305,2.1,330,70,188,90
9917,490,90,245,2.0,245,70,235,59
9918,560,90,250,2.2,255,70,231,71
9919,2315,90,1050,2.1,1205,50,194,352
9921,915,90,425,2.2,455,70,210,130
9922,420,90,180,2.4,185,80,245,54
9923,195,90,95,2.1,100,80,225,32
9924,30,90,10,2.5,10,100,-99997,35
9925,15,100,5,3.4,5,-99997,339,20
9931,1875,50,835,2.2,885,40,149,1030
9932,4495,70,1835,2.2,1835,70,179,612
9933,4015,70,2055,1.9,2255,40,143,989
9934,4920,80,2635,1.8,2870,60,169,1155
9936,1710,80,820,1.9,840,60,141,538
9937,595,90,260,2.3,260,90,252,60
9939,270,90,125,2.1,125,90,283,27
9942,95,90,55,1.8,55,90,214,28
9943,335,80,170,1.9,160,80,212,39
9944,1345,90,640,2.1,630,70,210,112
9945,1740,90,800,2.2,875,70,176,236
9946,950,90,430,2.2,445,80,168,119
9947,385,90,175,2.2,185,90,192,78
9948,300,90,145,2.1,150,60,161,98
9949,155,90,70,2.2,70,90,202,39
9951,7365,90,3155,2.3,3270,70,245,681
9953,1840,90,860,2.1,900,60,187,316
9954,100,100,45,2.3,40,100,357,35
9955,210,90,95,2.2,100,80,262,204
9956,450,90,230,1.9,235,80,225,60
9957,45,90,25,1.9,25,80,294,9
9959,575,90,265,2.2,275,80,244,79
9961,195,90,90,2.2,90,80,247,77
9962,95,100,45,2.0,50,90,223,21
9963,285,90,135,2.1,135,80,216,37
9964,755,90,385,2.0,370,70,193,106
9965,1735,90,790,2.1,825,70,193,267
9966,170,100,75,2.2,85,70,231,18
9967,1485,90,695,2.1,705,70,201,217
9968,420,90,210,2.0,220,80,240,47
9969,240,90,125,1.9,135,70,212,38
9971,1365,90,660,2.1,670,60,160,213
9972,65,90,30,2.0,35,90,249,36
9973,220,90,100,2.1,115,90,230,39
9974,1225,90,565,2.1,580,60,171,205
9975,190,90,95,2.1,95,70,237,25
9976,150,90,90,1.7,420,80,170,67
9977,1245,90,605,2.1,635,70,196,124
9978,180,90,80,2.2,85,80,270,49
9981,5465,90,2690,2.0,2750,50,187,609
9982,3145,90,1380,2.2,1470,60,192,316
9983,1160,90,500,2.3,500,70,183,120
9984,255,90,110,2.3,115,80,211,21
9985,135,100,45,2.9,50,100,249,30
9986,110,100,50,2.2,55,70,226,17
9987,195,100,105,1.9,110,70,187,36
9988,1370,90,650,2.1,680,70,197,166
9989,2200,90,1050,2.1,1130,60,187,301
9991,2215,90,1040,2.1,1150,50,187,329
9992,140,100,60,2.3,65,90,271,22
9993,125,90,50,2.4,50,90,298,60
9994,75,90,30,2.5,30,90,350,203
9995,675,90,290,2.3,315,70,182,96
9996,70,80,30,2.2,35,90,215,19
9997,595,100,260,2.3,265,70,219,87
9998,185,90,70,2.5,75,80,286,17
9999,100,90,40,2.4,40,90,270,12
