Postcode-4,Inwoners Totaal (x1),Geboren in Nederland met een Nederlandse herkomst (%),Huishouden Totaal (x1),Huishoudgrootte (x1),Woning Totaal (x1),Eigendom Koopwoning (%),"WOZ-waarde
woning (x 1 000 Euro)",Omgevingsadressendichtheid (adressen/km2)
5051,14475,90,6505,2.2,6665,70,340,1401
5052,4575,90,1840,2.5,1855,80,331,1057
5053,1965,80,760,2.5,775,80,407,949
5056,11720,90,4650,2.5,4720,80,420,953
5057,1720,80,740,2.3,775,40,362,1155
5059,350,90,125,2.8,115,80,622,438
5061,12585,90,5910,2.1,6160,60,327,1354
5062,5980,80,2360,2.4,2330,90,660,788
5063,1565,90,650,2.4,640,60,347,1042
5066,6100,90,2540,2.4,2570,80,422,595
5071,8365,90,3305,2.4,3470,70,398,734
5074,1430,90,475,2.5,590,70,358,102
5076,5925,90,2550,2.3,2415,70,398,462
5081,8770,90,3815,2.3,4020,70,379,854
5084,1030,90,395,2.6,385,90,426,102
5085,1255,90,505,2.5,530,80,391,125
5087,3855,90,1655,2.3,1655,80,396,331
5089,895,90,360,2.5,370,90,420,84
5091,6055,90,2555,2.4,2630,80,405,267
5094,1810,90,760,2.4,785,70,393,178
5095,1865,90,765,2.4,725,80,414,165
5096,825,90,325,2.5,325,90,447,94
5101,3660,80,1740,2.0,1820,60,258,1442
5102,6565,80,2625,2.4,2645,70,299,1327
5103,6515,80,2665,2.4,2620,80,322,1281
5104,5975,90,2805,2.1,2880,60,286,1548
5105,400,90,155,2.6,160,90,485,163
5106,1065,90,405,2.6,410,80,449,130
5107,40,70,20,2.3,15,70,817,415
5109,2265,90,1000,2.3,990,70,350,268
5111,5675,70,2555,2.2,2420,70,349,397
5113,1130,70,455,2.5,470,80,406,74
5114,130,50,60,2.2,65,80,494,22
5121,12305,80,5505,2.2,5545,60,290,1384
5122,4435,80,1810,2.4,1810,70,315,1275
5124,1235,90,505,2.4,435,90,450,110
5125,450,90,160,2.8,155,90,526,198
5126,8140,80,3285,2.3,3455,60,326,723
5131,4315,80,1770,2.4,1850,80,369,399
5133,2960,90,1195,2.5,1165,90,426,300
5141,6410,80,3340,1.9,3310,60,295,1672
5142,9800,70,4680,2.0,4790,50,242,1823
5143,4365,80,1945,2.2,2095,70,324,1551
5144,9250,70,4095,2.3,3880,60,293,1728
5145,350,20,295,1.2,30,60,533,361
5146,4275,80,1790,2.4,1775,70,332,1075
5151,12870,80,5500,2.3,5545,70,330,1488
5152,5440,90,2415,2.2,2430,70,327,1572
5154,1880,90,770,2.4,720,80,413,394
5156,2730,60,1185,2.3,1130,60,242,482
5157,90,90,30,2.7,30,80,409,15
5158,185,90,70,2.6,65,90,485,184
5161,9685,90,4155,2.3,4230,60,316,729
5165,5205,90,2180,2.4,2245,70,332,430
5171,14080,90,6125,2.3,6205,60,306,1258
5172,2800,90,1195,2.3,1185,70,304,1148
5175,6255,90,2780,2.2,2865,70,326,675
5176,620,90,255,2.4,235,90,443,48
5211,13240,80,8600,1.5,8445,30,381,3942
5212,7120,80,3850,1.8,3525,40,355,3467
5213,8185,70,4270,1.9,4055,30,275,3085
5215,5175,80,2665,1.9,2690,40,279,2799
5216,7090,80,3855,1.8,3925,50,358,2072
5221,5695,90,2280,2.5,2315,90,437,393
5222,130,70,85,1.5,50,20,309,1046
5223,13405,70,7410,1.8,7380,30,288,2428
5224,8915,60,4220,2.1,4165,40,244,1666
5231,10430,70,5025,2.0,4845,40,263,1888
5232,1335,80,505,2.7,505,90,610,1325
5233,8130,70,3810,2.1,3830,40,269,1734
5234,90,60,35,2.6,30,60,321,1062
5235,6810,80,3325,2.0,3335,60,282,1790
5236,6610,80,2455,2.7,2435,80,419,896
5237,9310,80,3945,2.3,3960,80,356,1229
5241,6440,90,2885,2.2,2910,70,382,1556
5242,4890,90,1960,2.4,2070,80,502,1157
5243,2660,90,1165,2.3,1160,70,389,1547
5244,3070,90,1210,2.2,1300,60,362,801
5245,4820,80,1690,2.8,1695,70,415,880
5246,5905,80,2820,2.1,2835,70,325,1387
5247,8015,80,3050,2.6,3050,70,383,1077
5248,1500,90,605,2.4,575,90,588,490
5249,335,90,135,2.5,125,80,555,152
5251,13365,90,5810,2.3,5825,60,348,1141
5252,2075,90,900,2.3,890,70,309,1321
5253,2130,90,905,2.3,885,80,390,501
5254,2435,90,975,2.5,910,80,441,279
5255,780,90,320,2.4,295,90,457,151
5256,1305,80,695,1.8,755,50,349,446
5257,280,90,105,2.6,110,90,498,33
5258,10430,90,4325,2.4,4320,80,403,664
5261,6915,90,3160,2.0,3355,60,398,1277
5262,13435,80,5965,2.2,6080,60,359,1543
5263,5655,80,1985,2.7,1995,80,751,827
5264,80,80,35,2.0,45,70,620,604
5266,825,90,345,2.4,325,80,603,108
5268,4865,90,2060,2.3,2075,70,404,423
5271,10745,90,4450,2.4,4585,70,383,720
5272,1610,80,720,2.2,715,60,305,784
5275,4705,90,1950,2.4,1935,80,403,590
5281,7135,80,3585,1.9,3465,50,321,1455
5282,6840,70,3250,2.1,3060,50,283,1211
5283,12220,80,5075,2.4,5055,70,311,1388
5291,1270,90,490,2.6,480,80,421,185
5292,260,90,100,2.6,100,90,610,68
5293,530,100,215,2.5,225,80,415,200
5294,170,90,75,2.4,70,90,587,158
5296,2140,90,900,2.4,920,80,373,252
5298,4795,90,1960,2.4,1975,80,424,405
5301,10615,80,4800,2.2,4795,60,297,1182
5302,2710,80,1125,2.4,1160,60,325,1087
5305,1845,90,715,2.6,690,80,331,172
5306,3165,90,1285,2.4,1205,80,314,337
5307,1160,90,405,2.9,360,80,357,140
5308,2210,90,875,2.5,855,70,303,249
5311,2635,90,990,2.6,1020,70,349,286
5313,925,80,385,2.4,285,80,348,100
5314,1760,90,740,2.4,635,80,379,189
5315,695,90,270,2.6,265,80,405,94
5316,415,90,155,2.7,145,90,395,59
5317,1780,90,585,3.0,570,80,343,177
5318,35,90,15,2.6,15,50,451,7
5321,5055,90,2165,2.3,2070,80,355,542
5324,3715,80,1620,2.3,1485,70,342,467
5325,1070,90,420,2.6,415,80,370,167
5327,885,90,365,2.4,345,80,405,114
5328,2850,90,1265,2.2,1175,70,347,296
5331,7905,80,3415,2.3,3205,60,325,756
5333,290,90,120,2.4,105,90,449,187
5334,1725,80,760,2.3,615,80,434,172
5335,635,90,260,2.4,255,80,333,103
5341,6870,70,3965,1.7,3895,40,230,2844
5342,6890,70,3385,2.0,3260,60,297,1543
5343,5505,60,2465,2.2,2395,60,272,1432
5344,7940,60,3800,2.1,3805,50,231,1830
5345,13470,80,5925,2.3,5935,70,283,1840
5346,7370,80,3005,2.4,2930,70,306,1818
5347,1250,80,460,2.7,460,70,407,988
5348,9325,70,4705,2.0,4545,50,227,1979
5349,290,90,110,2.7,95,80,352,819
5351,10930,90,4295,2.5,4275,80,355,919
5352,725,90,280,2.6,255,90,414,111
5353,220,90,95,2.3,90,90,449,35
5354,180,90,75,2.5,65,90,459,81
5355,80,100,25,3.0,30,100,443,173
5356,200,90,85,2.3,80,80,499,67
5357,455,90,195,2.3,195,80,392,68
5358,355,90,135,2.6,125,100,517,282
5359,50,100,15,3.0,20,100,482,22
5361,8565,80,3910,2.1,4000,70,256,782
5363,1505,70,425,2.5,500,70,428,258
5364,1200,90,500,2.4,480,80,388,342
5366,1720,90,740,2.3,740,70,321,234
5367,755,90,305,2.5,300,70,358,91
5368,740,90,305,2.4,295,80,382,86
5371,3125,80,1440,2.2,1440,60,303,439
5373,2920,90,1220,2.3,1270,60,336,299
5374,7360,90,3015,2.4,2995,70,379,569
5375,1770,90,705,2.4,705,70,396,185
5381,675,90,275,2.4,270,80,433,176
5382,1570,90,715,2.2,615,80,369,191
5383,475,100,170,2.8,170,80,548,56
5384,13705,90,5675,2.4,5715,70,359,960
5386,5050,90,2040,2.5,2060,70,383,505
5388,6390,90,2625,2.4,2600,70,375,539
5391,3665,90,1450,2.4,1615,70,384,450
5392,890,90,345,2.6,345,80,413,326
5394,1260,90,495,2.5,530,70,354,115
5395,190,90,65,2.9,70,100,497,30
5396,895,100,325,2.7,330,80,428,118
5397,3110,90,1290,2.4,1290,70,339,319
5398,1425,90,585,2.4,575,80,394,98
5401,8225,80,4555,1.8,4770,40,265,2055
5402,7905,80,3580,2.2,3620,60,288,1885
5403,9010,80,3830,2.3,3805,70,311,1333
5404,3720,80,1690,2.2,1705,60,370,1815
5405,670,80,300,2.0,360,20,253,791
5406,7305,90,2740,2.7,2705,80,429,710
5408,3550,90,1450,2.4,1500,70,363,362
5409,2055,90,845,2.4,840,80,372,189
5411,6775,90,2790,2.4,2795,70,378,477
5421,13360,90,5955,2.2,5960,60,311,1236
5422,3625,90,1405,2.6,1405,80,343,994
5423,1845,90,790,2.3,770,70,353,216
5424,1080,90,435,2.5,445,70,401,101
5425,1710,90,640,2.7,640,80,426,160
5427,9285,90,3685,2.4,3810,70,341,635
5428,1745,90,650,2.7,660,80,359,137
5431,11490,70,5465,2.1,5545,50,241,1062
5432,7065,80,2990,2.4,2950,70,299,1177
5433,480,90,195,2.4,190,80,378,509
5434,1250,90,495,2.5,500,90,355,176
5435,490,90,205,2.3,210,90,383,111
5437,1740,90,725,2.4,715,80,349,182
5438,1195,100,500,2.4,490,80,363,128
5439,270,90,110,2.5,105,80,434,48
5441,2375,90,980,2.4,970,80,330,236
5443,2895,90,1225,2.3,1210,80,335,291
5445,715,90,295,2.4,290,90,368,49
5446,2825,90,1145,2.4,1190,70,341,253
5447,1715,90,720,2.4,685,80,346,175
5449,75,90,30,2.5,30,90,413,24
5451,6295,90,2690,2.3,2705,70,317,447
5453,2260,90,930,2.4,925,80,368,152
5454,1415,90,625,2.3,630,70,315,184
5455,1090,100,430,2.5,430,80,353,102
5461,4615,80,2490,1.8,2620,50,282,1793
5462,3470,70,1585,2.2,1555,50,286,1168
5463,8210,60,3485,2.3,3405,70,281,1206
5464,6250,80,2360,2.6,2355,80,377,799
5465,1870,90,780,2.4,675,90,447,182
5466,1495,90,635,2.3,605,80,408,180
5467,7445,80,3150,2.3,3120,80,298,1504
5469,7075,90,2825,2.5,2855,80,385,342
5471,115,100,40,2.8,45,90,486,121
5472,1220,90,455,2.7,460,90,406,126
5473,8450,90,3485,2.4,3425,70,387,558
5476,1780,90,685,2.6,685,80,400,176
5481,9860,90,4480,2.2,4480,70,354,1201
5482,13970,90,6010,2.3,5915,60,334,1091
5491,11040,90,4485,2.4,4435,80,406,741
5492,7320,90,3345,2.1,3385,70,365,626
5501,4200,70,2265,1.9,2275,60,283,2378
5502,5100,90,2135,2.3,2160,80,425,1624
5503,5910,80,2870,2.1,2805,60,318,1910
5504,6370,80,2850,2.2,2825,70,416,1276
5505,4100,80,1880,2.2,1820,50,343,1738
5506,2810,80,1270,2.2,1260,70,355,1748
5507,3355,90,1225,2.5,1240,80,526,559
5508,10620,80,4450,2.4,4405,70,380,1693
5509,3365,80,1485,2.3,1495,70,432,1778
5511,1425,90,595,2.4,605,90,476,129
5512,2175,90,900,2.4,940,80,424,223
5513,2100,90,840,2.5,855,80,415,169
5521,10590,90,4655,2.2,4740,70,376,886
5524,1495,90,630,2.4,640,80,401,193
5525,2035,90,730,2.5,835,70,408,254
5527,5655,90,2430,2.3,2450,80,364,546
5528,2285,90,935,2.4,925,80,420,207
5529,1130,90,445,2.5,450,90,429,132
5531,10590,90,4655,2.2,4755,70,350,981
5534,1065,90,415,2.6,415,90,431,122
5541,8775,90,3730,2.3,3770,80,361,794
5551,9435,80,4015,2.3,4030,70,327,1067
5552,6045,80,3065,2.0,3150,50,284,1654
5553,1870,80,820,2.3,825,50,378,1184
5554,9435,90,4740,2.0,4980,60,327,1930
5555,3190,90,1455,2.1,1485,70,337,1425
5556,1265,90,565,2.2,500,80,492,68
5561,2465,90,1030,2.4,1030,80,471,177
5563,2145,90,890,2.4,885,80,391,230
5571,11145,90,4800,2.3,4900,80,372,721
5575,3125,90,1330,2.3,1345,80,363,279
5581,7005,80,2955,2.3,3075,80,430,770
5582,5055,80,2305,2.2,2435,70,436,961
5583,5565,80,2450,2.3,2470,80,392,942
5591,10060,90,4370,2.3,4380,80,397,749
5595,4540,90,1875,2.4,1920,80,437,387
5611,13915,50,9465,1.5,8335,30,338,4183
5612,12175,40,7795,1.5,6630,10,230,4092
5613,6525,60,3385,1.9,3105,50,385,2760
5614,3850,70,2270,1.7,1960,50,324,3702
5615,7980,60,4690,1.7,4110,40,358,3547
5616,13130,60,7885,1.6,7215,30,297,3962
5617,2730,70,2020,1.4,2055,0,297,4376
5621,4520,50,2470,1.8,2130,30,262,3441
5622,8245,50,4425,1.8,4095,40,269,3520
5623,10800,50,6105,1.7,5900,40,247,3415
5624,5690,70,2960,1.9,2790,50,304,2273
5625,9930,50,5145,1.9,4945,30,257,3341
5626,4100,80,1605,2.3,1550,80,493,851
5627,12050,70,5310,2.3,5210,80,324,1558
5628,10370,60,4645,2.2,4535,40,286,2648
5629,9360,70,3515,2.7,3500,90,463,1540
5631,5660,70,2680,2.0,2665,60,404,1949
5632,13070,60,6185,2.1,6060,50,291,2312
5633,130,90,55,2.5,45,70,588,958
5641,7785,60,4100,1.9,3810,40,266,1669
5642,8290,60,4120,2.0,3855,40,279,2111
5643,8055,60,4180,1.9,3860,40,299,2843
5644,8905,70,4265,2.0,4105,60,407,2356
5645,3905,60,1900,2.1,1860,40,354,1870
5646,2370,80,1025,2.3,1045,60,435,1525
5647,50,100,20,2.3,20,90,964,690
5651,3850,60,1795,2.1,1710,30,379,2296
5652,6975,60,3625,1.9,3495,40,258,1784
5653,6740,60,3585,1.9,3450,50,275,2203
5654,10225,50,5655,1.8,5245,40,265,2494
5655,4185,60,1825,2.3,1820,50,344,1472
5657,245,70,110,2.2,65,80,563,468
5658,12505,50,4935,2.5,4890,70,422,1278
5661,1215,80,445,2.7,445,80,468,709
5662,3195,90,1305,2.4,1295,90,337,1142
5663,6015,90,2545,2.4,2555,80,381,1192
5664,4920,80,2680,1.8,2740,50,293,1871
5665,5360,70,2715,2.0,2690,30,237,1647
5666,3795,70,1730,2.1,1730,60,300,1902
5667,4550,80,1940,2.3,1905,80,309,1303
5671,5475,90,2620,2.0,2805,60,395,1440
5672,6985,80,3050,2.3,3065,80,353,1378
5673,6070,80,2550,2.4,2545,70,416,1211
5674,5290,90,2135,2.5,2115,80,472,305
5681,875,90,355,2.4,300,80,556,360
5682,4245,80,1820,2.3,1795,80,373,1340
5683,6455,80,3225,2.0,3275,60,327,1704
5684,11920,70,5240,2.3,5135,60,330,1557
5685,7115,80,2690,2.6,2695,90,422,1094
5688,12420,90,5205,2.3,5375,70,424,787
5689,585,90,220,2.7,220,70,421,801
5691,10960,90,4740,2.3,4845,70,424,773
5692,1995,80,745,2.7,730,70,417,505
5694,4820,90,2015,2.4,1985,80,341,687
5701,15555,50,8230,1.9,8060,20,188,3075
5702,11820,70,5400,2.2,5395,40,213,2052
5703,5605,60,2685,2.1,2645,30,196,1879
5704,8920,70,3890,2.3,3815,70,265,1261
5705,2085,70,1160,1.8,1160,30,212,1518
5706,14980,80,6010,2.5,6105,70,331,1455
5707,10590,70,4870,2.2,4915,60,324,1774
5708,10940,80,4470,2.4,4510,80,425,814
5709,12980,70,5445,2.4,5285,80,294,1247
5711,8590,90,3640,2.3,3825,70,330,1071
5712,8830,90,3765,2.3,3625,80,363,524
5715,2280,90,940,2.4,905,80,415,183
5721,13375,90,5800,2.3,5795,70,348,1173
5722,150,70,80,1.9,75,30,274,846
5724,1050,90,440,2.4,330,80,509,121
5725,2500,90,1015,2.5,945,80,441,180
5731,11080,90,4740,2.3,4755,70,375,975
5735,5755,90,2425,2.3,2440,70,350,604
5737,4335,90,1810,2.4,1855,70,375,433
5738,2035,100,770,2.6,765,90,419,146
5741,10815,90,4715,2.3,4795,60,308,834
5751,12745,80,5850,2.1,6035,60,313,1332
5752,1875,90,710,2.6,710,90,452,329
5753,4280,90,1710,2.4,1705,70,359,673
5754,6185,90,2585,2.4,2585,70,338,1072
5756,1455,90,570,2.6,545,80,413,139
5757,3330,90,1420,2.3,1420,70,352,283
5758,1855,90,775,2.4,775,80,333,186
5759,880,90,395,2.2,395,70,340,79
5761,6055,90,2675,2.2,2270,80,362,483
5763,2220,90,905,2.4,885,80,378,197
5764,1145,90,485,2.4,485,70,344,111
5766,535,90,225,2.4,225,90,315,68
5768,6260,90,2720,2.3,2625,80,319,508
5801,10280,80,5425,1.9,5475,50,256,1488
5802,7395,60,3320,2.2,3240,50,228,1549
5803,7925,80,3250,2.4,3350,70,248,1403
5804,3285,80,1275,2.5,1295,80,375,900
5807,2440,80,925,2.3,930,70,300,386
5808,1220,80,530,2.3,505,70,307,109
5809,2240,90,890,2.5,885,80,328,371
5811,815,90,350,2.3,330,80,329,71
5812,500,90,215,2.3,210,80,356,116
5813,2315,90,930,2.5,885,80,363,159
5814,560,90,205,2.7,210,80,376,34
5815,1090,90,445,2.4,430,80,352,93
5816,235,90,80,2.8,90,70,382,13
5817,200,90,80,2.4,80,90,399,53
5821,2540,90,1070,2.4,1080,80,285,316
5823,885,90,385,2.3,385,80,301,107
5824,560,90,220,2.5,215,90,347,88
5825,4050,80,1645,2.3,1590,70,348,347
5826,500,100,175,2.8,165,90,390,73
5827,770,90,275,2.8,260,90,351,62
5831,12525,80,5875,2.1,6000,60,272,1174
5835,1930,90,730,2.5,725,90,357,188
5836,1840,90,755,2.4,740,80,318,321
5841,1890,90,685,2.5,685,80,358,125
5843,710,90,265,2.7,260,90,359,55
5844,720,90,295,2.5,285,80,344,68
5845,4105,90,1820,2.2,1925,70,310,466
5846,755,90,285,2.6,285,90,399,211
5851,2145,90,925,2.3,920,70,293,215
5853,2060,80,890,2.3,895,80,281,173
5854,5255,80,2360,2.2,2430,70,259,513
5855,2445,90,1050,2.3,1045,70,302,182
5856,1195,90,495,2.4,510,80,316,84
5861,1890,90,810,2.3,810,90,282,236
5862,410,90,180,2.3,190,70,304,61
5863,1160,80,510,2.3,590,70,234,158
5864,1875,90,780,2.4,765,90,289,217
5865,1285,80,535,2.3,495,80,271,175
5866,1285,90,520,2.5,500,90,313,141
5871,1080,80,490,2.2,450,80,283,163
5872,765,90,325,2.4,335,80,298,155
5911,4925,60,3105,1.6,3280,30,222,2954
5912,10095,60,4755,2.1,4530,50,229,2246
5913,9835,80,4940,2.0,4815,70,283,2431
5914,7675,60,4040,1.9,4025,40,207,2010
5915,5905,70,2725,2.1,2665,50,269,1304
5916,2505,80,1050,2.4,1035,90,372,603
5921,6725,70,3475,1.9,3460,50,207,2528
5922,5945,50,2605,2.3,2520,50,178,2033
5923,3050,70,1620,1.9,1595,40,185,1926
5924,3700,50,1555,2.4,1500,80,202,1849
5925,3820,60,1685,2.2,1660,60,200,1392
5926,2865,90,1155,2.5,1160,90,390,957
5927,880,90,345,2.6,340,90,358,446
5928,755,80,325,2.3,300,90,311,613
5931,9670,80,4590,2.1,4640,60,235,1404
5932,5440,60,2525,2.1,2485,60,195,972
5935,3650,70,1695,2.1,1715,60,242,968
5941,5415,80,2335,2.3,2345,80,303,496
5943,1040,80,435,2.4,445,80,287,131
5944,2760,80,1240,2.2,1260,80,320,220
5951,5475,80,2385,2.3,2405,70,256,560
5953,10975,80,4910,2.2,4965,60,239,859
5954,2435,90,1065,2.3,1100,80,308,255
5961,13210,90,5985,2.2,5895,70,286,1124
5962,2160,90,860,2.5,800,90,328,178
5963,2070,90,880,2.3,810,80,300,257
5964,1690,90,695,2.4,625,80,337,203
5966,2060,90,875,2.4,855,80,305,224
5971,4815,80,2090,2.2,2135,80,269,603
5973,2000,90,850,2.4,850,80,304,180
5975,6835,90,2945,2.3,2835,80,304,519
5976,1110,90,455,2.4,450,90,307,126
5977,255,80,80,2.7,80,80,413,15
5981,7725,80,3455,2.2,3585,60,268,992
5984,1255,90,450,2.4,480,70,311,125
5985,1650,90,650,2.5,660,80,314,121
5986,2140,90,860,2.5,855,80,322,201
5987,1435,90,580,2.5,515,90,353,331
5988,6290,90,2660,2.3,2655,70,303,823
5991,6465,90,2770,2.3,2815,70,298,580
5993,6855,90,2950,2.3,2760,80,305,481
5995,4200,90,1825,2.3,1810,70,292,312
6001,7920,70,4420,1.7,4620,40,253,2270
6002,6570,80,2790,2.3,2755,80,283,836
6003,5535,90,2125,2.6,2165,90,375,854
6004,9410,70,4275,2.2,4325,70,242,1498
6005,4450,80,1965,2.3,1925,70,289,746
6006,11245,70,5310,2.1,5240,60,274,1478
6011,1485,90,610,2.4,615,90,298,156
6012,470,90,195,2.4,200,90,346,41
6013,960,90,445,2.2,420,80,319,119
6014,1670,80,745,2.2,745,80,265,257
6015,1260,80,585,2.2,595,80,264,202
6017,2475,80,1130,2.1,1240,70,275,386
6019,2045,90,915,2.2,975,80,248,323
6021,9435,80,4140,2.2,4235,70,316,822
6023,2100,80,945,2.2,945,70,286,373
6024,1420,80,620,2.3,625,90,300,180
6026,5140,80,2210,2.3,2225,80,340,553
6027,1850,90,770,2.4,770,80,395,216
6028,725,90,290,2.4,305,80,422,111
6029,1860,90,755,2.3,735,80,445,108
6031,10510,90,4650,2.2,4770,70,308,892
6034,1555,90,635,2.5,635,80,334,161
6035,4145,90,1740,2.4,1720,80,325,254
6037,1180,80,495,2.3,505,80,325,94
6039,5210,80,2395,2.1,2310,70,273,540
6041,12095,70,7050,1.7,7245,40,270,1998
6042,9360,70,4565,2.0,4620,60,250,1522
6043,11380,50,5435,2.1,5360,50,189,2171
6044,3455,40,1605,2.1,1595,30,173,2050
6045,6060,60,2785,2.1,2800,50,208,1339
6049,8075,80,3250,2.5,3345,80,326,880
6051,7040,80,3275,2.1,3340,70,253,662
6061,3945,80,1845,2.1,1840,70,245,305
6063,2350,70,1085,2.1,1110,70,243,253
6065,3100,90,1405,2.2,1370,80,288,345
6067,3645,90,1700,2.1,1740,80,262,468
6071,8760,80,4025,2.2,4065,70,249,677
6074,3620,80,1620,2.2,1635,80,264,490
6075,4180,80,1930,2.1,2040,70,265,486
6077,3360,80,1545,2.1,1625,70,262,404
6081,4330,80,1975,2.1,2025,80,253,573
6082,935,90,405,2.3,410,80,290,200
6083,660,90,300,2.2,305,80,276,289
6085,3695,80,1625,2.2,1650,80,278,424
6086,3365,90,1495,2.2,1505,80,285,315
6088,4285,90,1875,2.3,1895,80,297,387
6089,730,80,325,2.2,315,80,303,86
6091,790,80,335,2.4,335,80,332,99
6092,325,90,130,2.5,130,80,299,126
6093,6570,90,2980,2.1,3235,70,271,673
6095,2650,80,1075,2.3,1075,80,290,271
6096,1675,90,705,2.3,715,80,293,206
6097,4520,90,1815,2.2,1845,80,311,393
6099,1825,90,810,2.2,835,80,286,271
6101,9585,80,4590,2.0,4735,60,243,1131
6102,5090,80,2085,2.2,2165,70,286,625
6104,1645,80,755,2.2,780,80,283,152
6105,1315,80,590,2.2,595,90,328,91
6107,1615,90,740,2.2,720,80,275,234
6109,840,90,380,2.2,365,80,305,90
6111,580,90,255,2.3,250,80,288,245
6112,875,90,350,2.4,355,90,312,206
6114,7955,80,3655,2.1,3745,70,249,698
6116,1450,80,660,2.2,670,70,265,170
6118,3230,80,1435,2.2,1450,80,251,421
6121,5945,80,2585,2.2,2665,70,255,764
6122,1975,80,925,2.1,940,80,228,773
6123,1160,90,550,2.1,555,90,240,389
6124,750,90,325,2.3,310,90,287,351
6125,1710,90,785,2.2,795,70,247,340
6127,2300,90,1090,2.1,1120,80,238,445
6129,5680,80,2630,2.1,2675,70,247,499
6131,5000,80,3190,1.5,3545,30,211,2408
6132,5285,80,2520,2.1,2550,70,310,1237
6133,3710,80,1745,2.1,1785,70,265,1313
6134,2400,70,1210,2.0,1210,40,185,1059
6135,5765,70,2650,2.1,2770,50,211,1444
6136,6885,80,3505,1.9,3615,50,198,2035
6137,8075,70,3985,2.0,4050,50,193,1813
6141,2570,90,1150,2.2,1160,90,263,632
6142,1285,90,575,2.2,595,80,273,308
6143,1200,90,535,2.2,535,80,249,238
6151,4525,80,2125,2.1,2155,80,258,800
6153,95,80,40,2.2,45,70,371,106
6155,2045,90,905,2.3,920,80,273,286
6161,4275,70,2390,1.8,2460,40,168,2062
6162,4485,70,2370,1.9,2405,50,208,2075
6163,7615,70,3640,2.1,3665,60,174,1253
6164,4890,70,2465,1.9,2665,50,185,1600
6165,4620,80,2340,2.0,2395,60,198,2186
6166,5170,80,2610,1.9,2695,60,208,1839
6167,20,100,5,3.3,5,-99997,495,381
6171,10785,80,5175,2.1,5285,70,234,1083
6174,740,70,275,2.2,285,90,345,297
6176,3400,90,1535,2.2,1530,80,268,432
6181,8340,90,3765,2.2,3850,80,256,925
6191,12415,80,5835,2.1,5970,70,247,1023
6211,12860,50,9350,1.3,8300,20,280,4179
6212,4485,70,2185,2.0,2100,70,486,1931
6213,4430,70,2275,1.9,2415,60,343,1897
6214,4730,60,2920,1.6,2510,20,210,3381
6215,8225,80,4065,2.0,4045,60,236,1964
6216,7350,60,4580,1.6,3380,50,218,2577
6217,9145,60,5235,1.7,4705,20,205,2744
6218,7175,70,3700,1.9,3730,40,224,1731
6219,1640,70,920,1.8,805,40,220,1102
6221,10175,50,6590,1.5,5940,30,296,3935
6222,5075,70,3050,1.6,2535,20,198,1209
6223,2645,80,1350,2.0,1285,70,250,284
6224,8435,60,5210,1.6,4755,20,210,3426
6225,6650,80,3060,2.1,2875,70,325,1123
6226,7285,70,3755,1.9,3415,60,297,2387
6227,7530,70,4045,1.8,3755,50,234,2057
6228,6555,70,3335,2.0,3295,60,243,1561
6229,6725,70,3650,1.7,3425,40,246,1528
6231,7450,80,3570,2.1,3645,60,272,805
6235,2795,90,1250,2.2,1250,80,306,338
6237,325,90,145,2.2,145,90,294,205
6241,5495,90,2390,2.3,2445,80,335,687
6243,2510,90,1150,2.1,1190,80,307,225
6245,9645,80,4070,2.3,4125,80,310,786
6247,2885,90,1305,2.2,1300,80,310,352
6251,420,80,180,2.2,180,80,340,107
6252,145,90,60,2.4,65,90,357,139
6255,1105,90,495,2.2,525,70,321,115
6261,865,90,395,2.2,405,80,333,135
6262,1020,90,415,2.4,435,70,305,148
6265,1415,90,595,2.4,610,80,324,153
6267,3560,80,1645,2.1,1635,70,328,412
6268,575,90,270,2.1,265,70,392,87
6269,3910,90,1690,2.3,1735,80,307,436
6271,3895,80,1890,2.0,2040,50,255,513
6273,220,90,90,2.4,95,90,367,58
6274,550,90,245,2.2,250,80,335,76
6276,160,90,60,2.4,60,80,415,27
6277,400,80,185,2.1,195,80,358,66
6278,70,80,40,1.8,40,90,408,31
6281,1765,90,810,2.2,860,70,286,198
6285,1030,90,475,2.1,505,70,335,110
6286,1920,80,865,2.1,885,70,278,124
6287,1675,90,755,2.2,765,80,305,187
6289,75,90,40,1.9,40,80,328,23
6291,7830,40,4475,1.7,4685,40,174,1281
6294,1415,80,640,2.2,715,60,261,171
6295,890,60,425,2.1,450,60,239,121
6301,10360,80,5270,1.9,5705,50,262,834
6305,1390,90,660,2.1,690,70,297,273
6307,320,90,145,2.2,150,80,327,55
6311,790,80,340,2.3,340,90,300,242
6312,165,90,80,2.1,75,60,304,191
6321,2410,90,1125,2.1,1155,70,262,289
6325,4265,90,1865,2.3,1930,70,297,375
6333,3205,90,1380,2.3,1400,90,323,283
6336,3915,90,1730,2.2,1765,80,293,421
6341,55,90,20,2.5,25,100,360,171
6342,95,90,45,2.2,45,90,347,232
6343,3245,90,1455,2.2,1480,80,307,297
6351,5050,80,2300,2.2,2505,70,205,684
6353,45,90,15,2.5,15,90,389,43
6361,6450,80,3145,2.0,3185,60,232,720
6363,1620,90,745,2.2,745,80,292,436
6365,2710,80,1270,2.1,1300,70,268,317
6367,8225,80,3760,2.2,3920,70,271,672
6369,5330,80,2615,2.0,2695,60,219,689
6371,6255,70,3080,2.0,3195,50,220,1558
